id;parentId;parentUrl;expandInMenu;visible;priority;access;title;linkText;url;topDescription;bottomDescription;metaTitle;metaDescription;
"";"";"pocitace-mobily-a-tablety";"0";"1";"3";"1";"Nositeľná elektronika";"Nositeľná elektronika";"nositelna-elektronika-2";"<p>Nositeľná elektronika – smart hodinky a smart prstene (smart ringy) na sledovanie zdravia, spánku a aktivity, značky COLMI, Armodd a Samsung, doplnené o Bluetooth lokátory (trackery) FIXED a ALI MiTag.</p>";"";"Smart hodinky a smart prstene COLMI, Armodd | PremiumStore.sk";"Smart hodinky a smart prstene (smart ringy) na sledovanie zdravia a aktivity, značky COLMI, Armodd a Samsung."
"";"";"pocitace-mobily-a-tablety";"0";"1";"4";"1";"Tlačiarne, skenery a spotrebný materiál";"Tlačiarne, skenery a spotrebný materiál";"tlaciarne-a-skenery-2";"<p>Tlačiarne a skenery vrátane multifunkčných zariadení, značky CANON, EPSON a BROTHER, doplnené o alternatívne atramenty a tonery KMP.</p>";"";"Tlačiarne a atramenty CANON, EPSON, BROTHER | PremiumStore.sk";"Multifunkčné a atramentové tlačiarne, atramenty a tonery, značky CANON, EPSON, BROTHER a KMP."
"";"";"pocitace-mobily-a-tablety";"0";"1";"5";"1";"Smart telefóny";"Smart telefóny";"smart-telefony-2";"<p>Smartfóny – najmä Samsung Galaxy (vrátane radu S25), doplnené o Xiaomi, POCO, MOTOROLA a Apple.</p>";"";"Smartfóny Samsung Galaxy, Xiaomi | PremiumStore.sk";"Smartfóny Samsung Galaxy (aj S25), Xiaomi, POCO, MOTOROLA a Apple."
"";"";"pocitace-mobily-a-tablety";"0";"1";"6";"1";"WiFi routery a sieťové karty";"WiFi routery a sieťové karty";"sietove-prvky-2";"<p>Sieťové prvky pre domácu aj firemnú sieť – WiFi routery, sieťové karty a switche, značky TP-LINK, D-LINK, MERCUSYS a XIAOMI.</p>";"";"WiFi routery a switche TP-LINK, D-LINK | PremiumStore.sk";"WiFi routery, sieťové karty a switche, značky TP-LINK, D-LINK, MERCUSYS a XIAOMI."
"";"";"pocitace-mobily-a-tablety";"0";"1";"7";"1";"Kancelária a škola";"Kancelária a škola";"kancelaria-a-skola";"<p>Kancelárske a školské potreby – prenosné tlačiarne štítkov značky Niimbot, fototlačiarne a základné školské potreby.</p>";"";"Tlačiarne štítkov Niimbot a fototlačiarne | PremiumStore.sk";"Prenosné tlačiarne štítkov Niimbot, fototlačiarne a školské potreby."
"";"";"pocitace-mobily-a-tablety";"0";"1";"8";"1";"Pamäťové médiá";"Pamäťové médiá";"pamatove-media-2";"<p>Pamäťové médiá na prenos aj zálohovanie dát – <a href=""/externe-disky-2/"">externé disky</a>, <a href=""/usb-kluce/"">USB kľúče</a> a <a href=""/pamatove-karty-6/"">pamäťové karty</a> microSD a SDXC. Značky Kingston, Verbatim, Lexar a Samsung.</p>";"";"Pamäťové médiá – disky, USB kľúče, karty | PremiumStore.sk";"Externé disky, USB kľúče a pamäťové karty microSD a SDXC. Kingston, Verbatim, Lexar, Samsung."
"";"";"pamatove-media-2";"0";"1";"1";"1";"Pamäťové karty";"Pamäťové karty";"pamatove-karty-6";"<p>Pamäťové karty microSD a SD pre telefóny, tablety, fotoaparáty a akčné kamery, značky Samsung a Lexar Professional.</p>";"";"MicroSD a SD pamäťové karty Samsung, Lexar | PremiumStore.sk";"MicroSD a SD pamäťové karty pre telefóny, tablety a fotoaparáty, značky Samsung a Lexar."
"";"";"pamatove-media-2";"0";"1";"2";"1";"Externé disky";"Externé disky";"externe-disky-2";"<p>Externé pevné disky a SSD na zálohovanie a prenos väčších objemov dát, s pripojením USB 3.0 aj USB-C.</p>";"";"Externé disky a SSD na zálohovanie | PremiumStore.sk";"Externé pevné disky a SSD na zálohovanie a prenos dát, USB 3.0 aj USB-C."
"";"";"pamatove-media-2";"0";"1";"3";"1";"USB kľúče";"USB kľúče";"usb-kluce";"<p>USB kľúče (pendrive) od 32 do 256 GB s konektorom USB-A aj USB-C, vrátane modelov s čítačkou odtlačku prsta. Značky Lexar, Kingston a Verbatim.</p>";"";"USB kľúče a flash disky | PremiumStore.sk";"USB kľúče 32 až 256 GB, USB 3.0 aj USB-C, aj modely s čítačkou odtlačku. Lexar, Kingston, Verbatim."
"";"";"pocitace-mobily-a-tablety";"0";"1";"9";"1";"Tablety";"Tablety";"tablety-4";"<p>Tablety pre prácu aj zábavu, značky LENOVO (rad TAB PLUS), Xiaomi/Redmi a Samsung.</p>";"";"Tablety LENOVO, Xiaomi, Samsung | PremiumStore.sk";"Android tablety Lenovo, Xiaomi Redmi a Samsung na prácu, štúdium, filmy aj hranie. Porovnajte veľkosť displeja, pamäť, výkon a mobilné pripojenie."
"";"";"pocitace-mobily-a-tablety";"0";"1";"10";"1";"Herné konzoly";"Herné konzoly";"herne-zariadenia-2";"<p>Herné konzoly Nintendo Switch a PlayStation 5 vrátane hier, ovládačov (Joy-Con) a príslušenstva ku konzolám.</p>";"";"Konzoly Nintendo Switch a PS5 | PremiumStore.sk";"Herné konzoly a hry Nintendo Switch, PS5, ovládače a príslušenstvo ku konzolám."
"";"";"pocitace-mobily-a-tablety";"0";"1";"11";"1";"Mini PC";"Mini PC";"mini-pc-2";"<p>Kompaktné mini PC (barebone aj s vstavaným SSD/RAM) pre domácnosť, kanceláriu aj domácu serverovňu, značky GMKtec a Minisforum.</p>";"";"Mini PC GMKtec, Minisforum | PremiumStore.sk";"Kompaktné mini počítače pre domácnosť aj kanceláriu, značky GMKtec a Minisforum."
"";"";"pocitace-mobily-a-tablety";"0";"1";"12";"1";"Prenosné monitory";"Prenosné monitory";"prenosne-monitory-2";"<p>Prenosné monitory pripojiteľné k notebooku alebo telefónu cez USB-C, značka Arzopa, doplnené o ZEUSLAP a ANMITE, v uhlopriečkach 15,6"" a 17,3"".</p>";"";"Prenosné monitory Arzopa | PremiumStore.sk";"Prenosné USB-C monitory k notebooku, značka Arzopa, v rôznych uhlopriečkach."
"";"";"pocitace-mobily-a-tablety";"0";"1";"13";"1";"USB káble";"USB káble";"usb-kable-4";"<p>USB-C, USB-A a Lightning nabíjacie/dátové káble rôznych dĺžok, prevažne značka Baseus.</p>";"";"USB-C a Lightning káble Baseus | PremiumStore.sk";"USB-C a Lightning nabíjacie káble rôznych dĺžok, značka Baseus."
"";"";"pocitace-mobily-a-tablety";"0";"1";"14";"1";"Nabíjačky pre mobily";"Nabíjačky pre mobily";"nabijacky-pre-mobily";"<p>Nabíjačky na telefón a tablet na jednom mieste – sieťové USB a GaN nabíjačky s Power Delivery a Quick Charge, bezdrôtové nabíjačky Qi2 a MagSafe (stolové, vstavané aj cestovné) a nabíjačky do auta. Značky EMOS, Solight, Kruger&Matz a BLOW.</p>";"";"Nabíjačky pre mobily – USB, bezdrôtové, do auta | PremiumStore.sk";"Sieťové USB a GaN nabíjačky, bezdrôtové Qi2 a MagSafe nabíjačky aj nabíjačky do auta. EMOS, Solight, Kruger&Matz."
"";"";"pocitace-mobily-a-tablety";"0";"1";"15";"1";"Grafické tablety";"Grafické tablety";"graficke-tablety-3";"<p>Grafické tablety na digitálne kreslenie, ilustráciu a grafický dizajn, prevažne značka Huion, v rôznych veľkostiach pracovnej plochy.</p>";"";"Grafické tablety Huion | PremiumStore.sk";"Grafické tablety pre digitálne kreslenie a ilustráciu, značka Huion."
"";"";"pocitace-mobily-a-tablety";"0";"1";"16";"1";"Webkamery";"Webkamery";"webkamery-3";"<p>Webkamery pre videohovory a streamovanie, vrátane pokročilých PTZ konferenčných kamier so sledovaním osoby, značky OBSBOT a EMEET.</p>";"";"Webkamery a konferenčné kamery OBSBOT | PremiumStore.sk";"Webkamery a PTZ konferenčné kamery OBSBOT a EMEET pre videohovory, online výučbu a streamovanie. Vyberte rozlíšenie, zorný uhol a sledovanie osoby."
"";"";"pocitace-mobily-a-tablety";"0";"1";"17";"1";"Notebooky";"Notebooky";"notebooky-2";"<p>Notebooky pre prácu, štúdium aj hranie – značky Apple, ASUS, LENOVO, MSI a UMAX.</p>";"";"Notebooky Apple, ASUS, LENOVO | PremiumStore.sk";"Notebooky značiek Apple, ASUS, LENOVO, MSI a UMAX pre prácu, štúdium aj hranie."
"";"";"pocitace-mobily-a-tablety";"0";"1";"18";"1";"PC periférie";"PC periférie";"pc-periferie-2";"<p>Počítačové periférie – myši a klávesnice vrátane herných setov, značky Niceboy, Rapoo, Marvo a Razer.</p>";"";"Herné myši a klávesnice Niceboy, Rapoo | PremiumStore.sk";"Počítačové myši a klávesnice, aj herné súpravy, značky Niceboy, Rapoo, Marvo a Razer."
"";"";"pocitace-mobily-a-tablety";"0";"1";"19";"1";"Selfie tyče a statívy pre telefóny";"Selfie tyče a statívy pre telefóny";"selfie-tyce-4";"<p>Selfie tyče, statívy a modulárne držiaky pre telefón, tablet aj projektor, značky Nillkin a Blitzwolf.</p>";"";"Statívy a držiaky pre telefón a tablet Nillkin | PremiumStore.sk";"Selfie tyče, statívy a modulárne držiaky pre telefón, tablet aj projektor, značky Nillkin a Blitzwolf."
"";"";"pocitace-mobily-a-tablety";"0";"1";"20";"1";"Akumulátory a batérie do elektroniky";"Akumulátory a batérie do elektroniky";"akumulatory--baterie-2";"<p>Nabíjacie AA a AAA batérie (akumulátory) a nabíjačky k nim, značky LINOGY a Jupio – náhrada za jednorazové batérie do bežnej elektroniky.</p>";"";"Nabíjacie AA batérie a akumulátory | PremiumStore.sk";"Nabíjacie AA/AAA batérie a akumulátory pre bežnú elektroniku, značky LINOGY a Jupio."
"";"";"pocitace-mobily-a-tablety";"0";"1";"21";"1";"NAS servery a sieťové úložiská";"NAS servery a sieťové úložiská";"sietove-zariadenia-2";"<p>NAS súborové servery (sieťové úložiská) pre zálohovanie a zdieľanie dát v domácnosti či firme, značka TERRAMASTER, v 2 až 4-diskových prevedeniach.</p>";"";"NAS servery TERRAMASTER | PremiumStore.sk";"NAS súborové servery pre domácu aj firemnú zálohu dát, značka TERRAMASTER."
"";"";"pocitace-mobily-a-tablety";"0";"1";"22";"1";"Rackové skrine – príslušenstvo";"Rackové skrine – príslušenstvo";"rackove-skrine-a-prislusenstvo-2";"<p>Príslušenstvo k serverovým RACK skriniam – ventilačné panely s ventilátormi, patch panely a predlžovacie zásuvky do racku.</p>";"";"Ventilačné panely a patch panely do RACK skríň | PremiumStore.sk";"Ventilačné panely, patch panely a predlžovacie zásuvky do serverových RACK skríň."
"";"";"pocitace-mobily-a-tablety";"0";"1";"23";"1";"Monitory";"Monitory";"monitory-2";"<p>Monitory k počítaču a notebooku – herné monitory s vysokou obnovovacou frekvenciou, kancelárske a ultraširoké modely. Značky Samsung, MSI, Acer, iiyama a Verbatim. Ak hľadáte monitor na cesty, pozrite <a href=""/prenosne-monitory-2/"">prenosné monitory</a>; projektory nájdete v kategórii <a href=""/projektory-4/"">Projektory</a>.</p>";"";"Monitory k počítaču – herné a kancelárske | PremiumStore.sk";"LCD a herné monitory Samsung, MSI, Acer, iiyama a Verbatim pre prácu aj hranie."
"";"";"pocitace-mobily-a-tablety";"0";"1";"24";"1";"Disky a pamäťové karty pre NVR";"Disky a pamäťové karty pre NVR";"disky-a-pamatove-karty-2";"<p>Pevné disky (HDD) špeciálne určené na nepretržitý 24/7 záznam z kamerových systémov a NVR rekordérov – značky Seagate SkyHawk a Western Digital Purple.</p>";"";"HDD disky Seagate SkyHawk pre kamerové systémy | PremiumStore.sk";"Pevné disky určené pre nepretržitý záznam z kamerových systémov, značky Seagate SkyHawk a Western Digital Purple."
"";"";"pocitace-mobily-a-tablety";"0";"1";"25";"1";"Predlžovacie a rozbočovacie zásuvky k PC";"Predlžovacie a rozbočovacie zásuvky k PC";"predlzovacie-a-rozbocovacie-zasuvky";"<p>Predlžovacie a rozbočovacie zásuvky kombinujúce klasické 230V výstupy s USB-A/USB-C portmi, vhodné k počítačovej zostave. Značka BlitzWolf.</p>";"";"Rozbočovacie zásuvky s USB portmi BlitzWolf | PremiumStore.sk";"Predlžovacie a rozbočovacie zásuvky s AC aj USB výstupmi pre počítačovú zostavu, značka BlitzWolf."
"";"";"pocitace-mobily-a-tablety";"0";"1";"26";"1";"Cestovné a VPN routery";"Cestovné a VPN routery";"cestovne-a-vpn-routery";"<p>Malé cestovné routery GL.iNet so zabudovaným VPN klientom – pripoja vás bezpečne na hotelovej či kempingovej Wi-Fi, zdieľajú mobilné dáta a zvládnu aj domácu sieť na chate. Vyberajte podľa Wi-Fi štandardu, podpory 5G a podporovaných VPN protokolov. Bežné domáce routery a switche nájdete v kategórii <a href=""/sietove-prvky-2/"">WiFi routery a sieťové karty</a>.</p>";"";"Cestovné a VPN Wi-Fi routery GL.iNet | PremiumStore.sk";"Cestovné a VPN Wi-Fi routery GL.iNet pre bezpečné pripojenie doma, na chate aj na cestách. Vyberte podľa 5G, Wi-Fi štandardu a VPN funkcií."
"";"";"pocitace-mobily-a-tablety";"0";"1";"27";"1";"Herné kreslá";"Herné kreslá";"herne-kresla-2";"<p>Herné kreslá s nastaviteľným operadlom a bedrovou opierkou pre pohodlné dlhé hranie, značka KRUGER&MATZ.</p>";"";"Herné kreslá KRUGER&MATZ | PremiumStore.sk";"Herné kreslá s nastaviteľným operadlom, značka KRUGER&MATZ."
"";"";"pocitace-mobily-a-tablety";"0";"1";"28";"1";"Čítačky pamäťových kariet";"Čítačky pamäťových kariet";"citacky-kariet-2";"<p>USB čítačky pamäťových kariet (SD, microSD), značka Lexar, vrátane duálnych USB-A/USB-C modelov.</p>";"";"Čítačky SD a microSD kariet Lexar | PremiumStore.sk";"USB čítačky pamäťových kariet SD a microSD, značka Lexar."
"";"";"pocitace-mobily-a-tablety";"0";"1";"29";"1";"Herné ovládače pre mobily";"Herné ovládače pre mobily";"herne-ovladace-4";"<p>Herné ovládače pre mobilné telefóny – bezdrôtové gamepady s klipom na telefón, značka GameSir, pre pohodlné hranie mobilných hier.</p>";"";"Bluetooth herné ovládače pre smartfóny GameSir | PremiumStore.sk";"Bezdrôtové herné ovládače (gamepady) s držiakom na telefón pre mobilné hranie, značka GameSir."
"";"";"pocitace-mobily-a-tablety";"0";"1";"30";"1";"Tlačidlové telefóny";"Tlačidlové telefóny";"tlacidlove-telefony";"<p>Jednoduché tlačidlové telefóny vhodné pre seniorov aj deti, značky Aligator a Evolveo.</p>";"";"Tlačidlové telefóny Aligator, Evolveo | PremiumStore.sk";"Jednoduché tlačidlové telefóny pre seniorov aj deti, značky Aligator a Evolveo."
"";"";"pocitace-mobily-a-tablety";"0";"1";"31";"1";"Dokovacie stanice";"Dokovacie stanice";"dokovacie-stanice-2";"<p>USB-C dokovacie stanice pre notebooky a tablety – rozšíria počítač o ďalšie porty (HDMI, USB, sieť) a umožňujú rýchle nabíjanie cez jeden kábel.</p>";"";"USB-C dokovacie stanice | PremiumStore.sk";"USB-C dokovacie stanice pre notebooky a tablety s viacerými výstupmi a rýchlym nabíjaním."
"";"";"pocitace-mobily-a-tablety";"0";"1";"32";"1";"Príslušenstvo k notebookom";"Príslušenstvo k notebookom";"prislusenstvo-k-notebookom-2";"<p>Čistiace prípravky pre notebooky – čistiaci gél Cyber Clean na klávesnice a medzery, kam sa bežná handrička nedostane.</p>";"";"Čistiace prípravky na obrazovky Cyber Clean | PremiumStore.sk";"Čistiace gély a prípravky na klávesnice a obrazovky notebookov, značka Cyber Clean."
"";"";"";"0";"1";"4";"1";"Dielňa, náradie a záhrada";"Dielňa, náradie a záhrada";"dielna-a-zahrada";"<p>Kompletné vybavenie dielne aj záhrady – ručné a elektrické náradie, meracia technika od multimetrov po termokamery, spájkovacia technika, elektronické súčiastky, dielenská chémia a ochranné pomôcky, záhradné náradie, zavlažovanie a bazénová technika.</p>";"";"Náradie, dielenské vybavenie a záhrada | PremiumStore.sk";"Ručné a elektrické náradie, meracia a spájkovacia technika, elektronické súčiastky, vybavenie dielne a záhrada."
"";"";"dielna-a-zahrada";"0";"1";"1";"1";"Ručné a elektrické náradie";"Ručné a elektrické náradie";"rucne-a-elektricke-naradie";"<p>Náradie do dielne aj na stavbu – mechanické a akumulátorové náradie, náradie na brúsenie, vŕtanie, rezanie a pilovanie, kompletné sady náradia, stavebné a maliarske náradie, lepiace a horúcovzdušné pištole aj pneumatické náradie.</p>";"";"Ručné a elektrické náradie do dielne | PremiumStore.sk";"Mechanické a AKU náradie, brúsenie, vŕtanie a rezanie, sady náradia, stavebné a pneumatické náradie."
"";"";"rucne-a-elektricke-naradie";"0";"1";"1";"1";"Mechanické náradie";"Mechanické náradie";"mechanicke-naradie";"<p>Ručné mechanické náradie – kľúče, kliešte, gola sady s nástrčnými hlavicami a ich príslušenstvom, sťahováky a skrutkovače s bitmi. Základ pre mechanikov, autoservisy aj domácu dielňu.</p>";"";"Kľúče, kliešte a gola sady náradia | PremiumStore.sk";"Kľúče, kliešte, gola sady a príslušenstvo, sťahováky a nástrčné hlavice pre mechanikov aj domácich kutilov."
"";"";"rucne-a-elektricke-naradie";"0";"1";"2";"1";"Náradie pre brúsenie, vŕtanie, rezanie a pilovanie";"Náradie pre brúsenie, vŕtanie, rezanie a pilovanie";"naradie-pre-brusenie--vrtanie--rezanie-a-pilovanie";"<p>Spotrebné príslušenstvo k elektrickému náradiu – vrtáky, rezacie a brúsne kotúče, brúsivo (brúsne papiere) a pilníky. Vyberte podľa priemeru/rozmeru a typu opracovávaného materiálu.</p>";"";"Vrtáky, brúsivo a rezacie kotúče | PremiumStore.sk";"Vrtáky, brúsne a rezacie kotúče, brúsivo a pilníky pre elektrické náradie."
"";"";"rucne-a-elektricke-naradie";"0";"1";"3";"1";"Stavebné a maliarske náradie";"Stavebné a maliarske náradie";"stavebne-a-maliarske-naradie";"<p>Stavebné a maliarske náradie – štetce, valčeky a špachtle na maliarske práce, murárske nástroje aj rezače a odhrotovače trubiek na inštalatérske práce.</p>";"";"Maliarske a murárske náradie | PremiumStore.sk";"Štetce, valčeky, špachtle a murárske nástroje, rezače a odhrotovače trubiek."
"";"";"rucne-a-elektricke-naradie";"0";"1";"4";"1";"Sady náradia";"Sady náradia";"sady-naradia";"<p>Kompletné sady ručného a elektrického náradia a príslušenstvo pre stroje a náradie – značky Sixtol, Güde, BAHCO a Extol. Vhodné ako základná výbava dielne.</p>";"";"Sady ručného náradia a príslušenstvo | PremiumStore.sk";"Sady ručného a elektrického náradia, príslušenstvo pre stroje a náradie, značky Sixtol, Güde a BAHCO."
"";"";"rucne-a-elektricke-naradie";"0";"1";"5";"1";"Lepiace a horúcovzdušné pištole";"Lepiace a horúcovzdušné pištole";"lepiace-a-horucovzdusne-pistole";"<p>Elektrické lepiace (tavné) pištole a náhradné tavné tyčinky – vrátane farebných a trblietavých variantov pre kreatívne práce.</p>";"";"Tavné lepiace pištole a náplne | PremiumStore.sk";"Elektrické lepiace (tavné) pištole a náhradné tyčinky rôznych farieb a priemerov."
"";"";"rucne-a-elektricke-naradie";"0";"1";"6";"1";"Aku náradie a batérie";"Aku náradie a batérie";"rucne-aku-naradie";"<p>Akumulátorové ručné náradie a všetko, čo k nemu patrí – akumulátorové píly a záhradné nožnice, náhradné Li-Ion batérie 21V s kapacitou 2, 4 a 6 Ah a náhradné diely: reťaze, lišty a čeľuste.</p>";"";"Aku náradie, batérie a náhradné diely | PremiumStore.sk";"Akumulátorové píly a záhradné nožnice, Li-Ion batérie 21V, náhradné reťaze, lišty a čeľuste."
"";"";"rucne-a-elektricke-naradie";"0";"1";"7";"1";"Pneumatické náradie";"Pneumatické náradie";"pneumaticke-naradie";"<p>Pneumatické náradie a príslušenstvo ku kompresorom – vzduchové hadice, pneumatické ráčne a rýchlospojky.</p>";"";"Pneumatické náradie a vzduchové hadice | PremiumStore.sk";"Vzduchové hadice, pneumatické ráčne a rýchlospojky pre dielenské kompresory."
"";"";"dielna-a-zahrada";"0";"1";"2";"1";"Záhrada a bazén";"Záhrada a bazén";"zahrada";"<p>Vybavenie na záhradu aj k bazénu – záhradné náradie a doplnky, pestovateľské lampy a prípravky, zavlažovacie systémy, odpudzovače a lapače škodcov, zariadenia na čistenie bazénov a náhradné diely pre záhradné stroje.</p>";"";"Záhradné náradie, zavlažovanie a bazény | PremiumStore.sk";"Záhradné náradie a doplnky, zavlažovacie systémy, odpudzovače škodcov, čistenie bazénov a náhradné diely."
"";"";"zahrada";"0";"1";"1";"1";"Záhradné doplnky";"Záhradné doplnky";"zahradne-doplnky";"<p>Rôznorodé záhradné doplnky – bazény a ich príslušenstvo, pestovateľské LED lampy (grow lights), záhradné rukavice, prípravky na ochranu rastlín, zavlažovacie doplnky a tieniace plachty.</p>";"";"Bazény, pestovateľské LED lampy a záhradné rukavice | PremiumStore.sk";"Bazény a doplnky, pestovateľské LED lampy, záhradné rukavice, zavlažovanie a plachty."
"";"";"zahrada";"0";"1";"2";"1";"Odpudzovače škodcov";"Odpudzovače škodcov";"odpudzovace-a-lapace-hmyzu";"<p>Odpudzovače a návnady proti záhradným a domovým škodcom – krtkom, hlodavcom (myši, potkany) aj hmyzu, najmä značka BROS.</p>";"";"Odpudzovače krtkov, hlodavcov a hmyzu BROS | PremiumStore.sk";"Odpudzovače a návnady proti krtkom, hlodavcom a hmyzu, značka BROS."
"";"";"zahrada";"0";"1";"3";"1";"Náhradné diely pre záhradné stroje";"Náhradné diely pre záhradné stroje";"nahradne-diely-pre-zahradne-stroje";"<p>Náhradné diely a spotrebný materiál pre záhradné stroje – struny a kotúče do krovinorezov, trysky a tesnenia pre postrekovače.</p>";"";"Struny a náhradné diely pre krovinorezy | PremiumStore.sk";"Struny, kotúče a náhradné diely pre krovinorezy a záhradné postrekovače."
"";"";"zahrada";"0";"1";"4";"1";"Záhradné náradie";"Záhradné náradie";"zahradne-naradie-2";"<p>Ručné záhradné náradie – hrable, záhradné nožnice a ďalšie základné náradie na údržbu záhrady, najmä značka Fiskars.</p>";"";"Hrable, záhradné nožnice a náradie Fiskars | PremiumStore.sk";"Hrable, záhradné nožnice a ručné záhradné náradie, značka Fiskars."
