code;pairCode;name;guid;defaultCategory;categoryText;categoryText2;categoryText3;categoryText4;categoryText5;categoryText6;categoryText7;categoryText8;categoryText9;categoryText10;categoryText11;
"033419";;"Mäkká kefa pre Dreame V10 Pro";"42202866-92c5-11f1-a11b-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";;;;;;;;;;;
"033679";;"Kávovar na kapsule 3 v 1 HiBREW H1A 1450W";"422aa818-92c5-11f1-b345-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";;;;;;;;;;;
"033682";;"HIBREW H4 Premium 80 W 3-v-1 espresso stroj";"4235290a-92c5-11f1-b724-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";;;;;;;;;;;
"033685";;"Kávovar HiBREW H11 1450 W";"423f8878-92c5-11f1-b6de-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";;;;;;;;;;;
"033689";;"Turecký kávovar HiBREW CM1179_EU";"4249ee44-92c5-11f1-89d1-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";;;;;;;;;;;
"033593";;"Pretekársky volant  PXN-V3 (PC / PS3 / PS4 / XBOX ONE / SWITCH)";"425ea5c8-92c5-11f1-a55f-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia pretekov";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia pretekov";;;;;;;;;;;
"033594";;"Nastaviteľný stojan na herný volant PXN-A9 (čierny)";"426b660a-92c5-11f1-8638-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia pretekov";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia pretekov";;;;;;;;;;;
"033601";;"Joystick PXN-2113 PRO Ovládanie letu PC";"427ab7fe-92c5-11f1-a7c7-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia letu";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia letu";;;;;;;;;;;
"033247";;"Počítačová skriňa Darkflash DK151 LED s 3 ventilátormi (biela)";"42974e28-92c5-11f1-a2e2-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";;;;;;;;;;;
"033248";;"Počítačová skriňa Darkflash DK151 LED s 3 ventilátormi (čierna)";"42a308e4-92c5-11f1-8383-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";;;;;;;;;;;
"034114";;"Yeelight Senzorové svetlo do skrine 20 cm - čierne 4000 K";"42aea92e-92c5-11f1-84ec-bc2411833e01";"Bezpečnosť a smart domácnosť > Osvetlenie > Nábytkové svietidlá";"Bezpečnosť a smart domácnosť > Osvetlenie > Nábytkové svietidlá";;;;;;;;;;;
"034123";;"Rozšírenie inteligentných svetelnch panelov Yeelight YLFWD-0013";"42d562f8-92c5-11f1-89f7-bc2411833e01";"Bezpečnosť a smart domácnosť > Osvetlenie";"Bezpečnosť a smart domácnosť > Osvetlenie";;;;;;;;;;;
"033133";;"Reproduktory Edifier HECATE G2000 2.0 (biele)";"42ee17d0-92c5-11f1-b1f7-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo";"Počítače a notebooky > Herné príslušenstvo";;;;;;;;;;;
"034377";;"Masážny prístroj na tvár EMS ANLAN 01-ADRY11-001";"42fe7f94-92c5-11f1-ae9a-bc2411833e01";"Zdravie a starostlivosť > Prístroje na tvár > Masážne prístroje";"Zdravie a starostlivosť > Prístroje na tvár > Masážne prístroje";;;;;;;;;;;
"032519";;"Fotografické pozadie Puluz PU5321W (biela)";"4336d970-92c5-11f1-afc4-bc2411833e01";"Foto a príslušenstvo > Fotoateliér > Fotografické pozadia";"Foto a príslušenstvo > Fotoateliér > Fotografické pozadia";;;;;;;;;;;
"035151";;"Nabíjateľná stolová lampa Yeelight 4 v 1";"43420782-92c5-11f1-9e88-bc2411833e01";"Bezpečnosť a smart domácnosť > Osvetlenie > Stolové a nočné lampy";"Bezpečnosť a smart domácnosť > Osvetlenie > Stolové a nočné lampy";;;;;;;;;;;
"035191";;"Inteligentný nástenný vypínač scén Sonoff R5";"43587a26-92c5-11f1-a6b8-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Prepínače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Prepínače";;;;;;;;;;;
"035193";;"Inteligentný spínač Sonoff SPM-Main LAN (ethernet) WiFi";"43634d20-92c5-11f1-a119-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";;;;;;;;;;;
"032796";;"Počítačový ventilátor Darkflash CL12 LED (120x120)";"4384ff38-92c5-11f1-a6fb-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Chladenie počítača > Ventilátory";"Počítače a notebooky > Herné príslušenstvo > Chladenie počítača > Ventilátory";;;;;;;;;;;
"033951";;"Darkflash DK352 Plus computer case + 4 fans (black)";"438f9588-92c5-11f1-a040-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";;;;;;;;;;;
"033374";;"Habotest HT641B Digitálny laserový pyrometer";"439b09c2-92c5-11f1-8c5a-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"035435";;"Inteligentný LED pásik WiFI s RGBWW Meross MSL320 (5 m) HomeKit";"43c8c18c-92c5-11f1-9c3f-bc2411833e01";"Bezpečnosť a smart domácnosť > Osvetlenie > LED pásy";"Bezpečnosť a smart domácnosť > Osvetlenie > LED pásy";;;;;;;;;;;
"035436";;"Inteligentný Wi-Fi difuzér esenciálnych olejov Meross MOD150HK(EU) (HomeKit)";"43d39ae4-92c5-11f1-a12d-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika";;;;;;;;;;;
"035464";;"Popruh na krk s držiakom Telesin pre športové kamery / phones (TE-HNB-001)";"43f277ac-92c5-11f1-ba08-bc2411833e01";"Foto a príslušenstvo > Selfie tyče > Postroje, upevňovacie prvky a držiaky";"Foto a príslušenstvo > Selfie tyče > Postroje, upevňovacie prvky a držiaky";;;;;;;;;;;
"034804";;"Statív s 3D 360° hlavou + držiak na telefón Puluz PU3096B";"43fd361a-92c5-11f1-9486-bc2411833e01";"Foto a príslušenstvo > Selfie tyče > Selfie tyče a držiaky";"Foto a príslušenstvo > Selfie tyče > Selfie tyče a držiaky";;;;;;;;;;;
"034805";;"Fototaška cez rameno Puluz (čierna)";"4408818c-92c5-11f1-8546-bc2411833e01";"Foto a príslušenstvo";"Foto a príslušenstvo";;;;;;;;;;;
"035816";;"Inteligentné závesné svetlo Yeelight Crystal";"441360a2-92c5-11f1-a37a-bc2411833e01";"Bezpečnosť a smart domácnosť > Osvetlenie > Stropné svietidlá";"Bezpečnosť a smart domácnosť > Osvetlenie > Stropné svietidlá";;;;;;;;;;;
"034295";;"Čelovka Superfire HL65 – 120 lm, USB-C, 5 režimov, 30 m";"441d7f2e-92c5-11f1-ade7-bc2411833e01";"Šport, hračky a voľný čas > Outdoor > Svietidlá > Čelovky";"Šport, hračky a voľný čas > Outdoor > Svietidlá > Čelovky";;;;;;;;;;;
"035837";;"Yeelight stropný reflektor (jedna žiarovka) biely";"442c0f3a-92c5-11f1-b417-bc2411833e01";"Bezpečnosť a smart domácnosť > Osvetlenie";"Bezpečnosť a smart domácnosť > Osvetlenie";;;;;;;;;;;
"034594";;"Tester sieťových káblov Habotest HT812A RJ45/RJ14/RJ12/RJ9";"4469ccbc-92c5-11f1-a2e4-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"034596";;"Habotest HT121, bezkontaktná skúšačka napätia / skúšačka diód, NCV, True RMS";"447f4f60-92c5-11f1-a795-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"033479";;"Držiak na sáčky pre psa PetKit";"448e4c18-92c5-11f1-8076-bc2411833e01";"Zdravie a starostlivosť > Chovateľské potreby > Venčenie a transport";"Zdravie a starostlivosť > Chovateľské potreby > Venčenie a transport";;;;;;;;;;;
"036334";;"Montážna konzola na lištu DIN Sonoff DR";"44988c96-92c5-11f1-ac4a-bc2411833e01";"Bezpečnosť a smart domácnosť > Príslušenstvo pre zabezpečovacie systémy";"Bezpečnosť a smart domácnosť > Príslušenstvo pre zabezpečovacie systémy";;;;;;;;;;;
"082012";;"Inteligentný WiFi termostat Meross MTS200BHK(EU) (HomeKit)";"44a81ab2-92c5-11f1-9f9d-bc2411833e01";"Bezpečnosť a smart domácnosť > Prvky výkonu > Smart kúrenie > Termostaty";"Bezpečnosť a smart domácnosť > Prvky výkonu > Smart kúrenie > Termostaty";;;;;;;;;;;
"036521";;"Smart plug WiFi Gosund EP8 16A Tuya";"44be52b4-92c5-11f1-955c-bc2411833e01";"Bezpečnosť a smart domácnosť > Prvky výkonu > Smart zástrčky > Zásuvky";"Bezpečnosť a smart domácnosť > Prvky výkonu > Smart zástrčky > Zásuvky";;;;;;;;;;;
"035845";;"Luminiscenčná letová mapa DJI RoboMaster TT";"44efc7d6-92c5-11f1-888c-bc2411833e01";"Šport, hračky a voľný čas > Hračky > Edukatívne > Programovateľní roboti";"Šport, hračky a voľný čas > Hračky > Edukatívne > Programovateľní roboti";;;;;;;;;;;
"034264";;"Počítačová skriňa Darkflash DK431 Mesh (čierna)";"454c3a2a-92c5-11f1-a7e2-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";;;;;;;;;;;
"037132";;"Inteligentná zástrčka WiFi Gosund SP111 3680W 16A, Tuya";"4561c7a0-92c5-11f1-9b02-bc2411833e01";"Bezpečnosť a smart domácnosť > Prvky výkonu > Smart zástrčky > Zásuvky";"Bezpečnosť a smart domácnosť > Prvky výkonu > Smart zástrčky > Zásuvky";;;;;;;;;;;
"036537";;"HEPA filter pre Viomi V2 Max / V2 Pro / V3 / SE";"456c9e64-92c5-11f1-9460-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";;;;;;;;;;;
"036544";;"Mop pre Viomi S9";"4576f062-92c5-11f1-a6b3-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";;;;;;;;;;;
"036546";;"HEPA filter pred Viomi S9 (2ks)";"4581390a-92c5-11f1-9b97-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";;;;;;;;;;;
"035409";;"Počítačová skriňa Darkflash DK100 (čierna)";"458c3f3a-92c5-11f1-a2c4-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > Bez ventilátora";"Počítače a notebooky > Herné príslušenstvo > Skrine > Bez ventilátora";;;;;;;;;;;
"036073";;"Čelovka Superfire HL58 – 350 lm, USB, 3 režimy, 200 m";"45a1cc06-92c5-11f1-92c6-bc2411833e01";"Šport, hračky a voľný čas > Outdoor > Svietidlá > Čelovky";"Šport, hračky a voľný čas > Outdoor > Svietidlá > Čelovky";;;;;;;;;;;
"037030";;"Fotoateliér Puluz 40cm 24W 5500K PU5042EU";"45d05df0-92c5-11f1-bf5f-bc2411833e01";"Foto a príslušenstvo > Fotoateliér > Stany bez tieňa";"Foto a príslušenstvo > Fotoateliér > Stany bez tieňa";;;;;;;;;;;
"037551";;"Inteligentné hodinky Haylou RS4 Plus (čierne)";"46142e86-92c5-11f1-b205-bc2411833e01";"Mobily, smart hodinky a tablety > Nositeľná elektronika > Smart hodinky";"Mobily, smart hodinky a tablety > Nositeľná elektronika > Smart hodinky";;;;;;;;;;;
"083023";;"Montážny adaptér Telesin 1/4'' pre športové kamery (GP-TPM-T04)";"461ed8d6-92c5-11f1-9094-bc2411833e01";"Foto a príslušenstvo > Selfie tyče > Selfie tyče a držiaky";"Foto a príslušenstvo > Selfie tyče > Selfie tyče a držiaky";;;;;;;;;;;
"037398";;"Sunnylife tablet holder for DJI RC-N1 / RC-N2 / RC-N3 controller (A2S-ZJ067)";"4634d56e-92c5-11f1-bb39-bc2411833e01";"Dróny a RC modely > Príslušenstvo pre drony > DJI";"Dróny a RC modely > Príslušenstvo pre drony > DJI";;;;;;;;;;;
"045781";;"Sunnylife lanyard with attachment for DJI RC-N1 / RC-N2 / RC-N3 controller (GK507)";"463f251e-92c5-11f1-9661-bc2411833e01";"Dróny a RC modely > Príslušenstvo pre drony > DJI";"Dróny a RC modely > Príslušenstvo pre drony > DJI";;;;;;;;;;;
"037402";;"Sada 3 filtrov CPL+ND8+ND16 Sunnylife pre DJI Mini 3 Pro (MM3-FI415)";"46496e5c-92c5-11f1-921e-bc2411833e01";"Dróny a RC modely > Príslušenstvo pre drony > Filtre pre drony";"Dróny a RC modely > Príslušenstvo pre drony > Filtre pre drony";;;;;;;;;;;
"037404";;"Sada 4 filtrov ND 4/8/16/32 Sunnylife pre DJI Mini 3 Pro (MM3-FI417)";"4653ccbc-92c5-11f1-8a06-bc2411833e01";"Dróny a RC modely > Príslušenstvo pre drony > Filtre pre drony";"Dróny a RC modely > Príslušenstvo pre drony > Filtre pre drony";;;;;;;;;;;
"037405";;"Sada 4 filtrov UV+CPL+ND4+ND8 Sunnylife pre DJI Mini 3 Pro (MM3-FI418)";"465ed94a-92c5-11f1-93eb-bc2411833e01";"Dróny a RC modely > Príslušenstvo pre drony > Filtre pre drony";"Dróny a RC modely > Príslušenstvo pre drony > Filtre pre drony";;;;;;;;;;;
"037870";;"HEPA filter pred Viomi SE";"466bdc3a-92c5-11f1-a3f9-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";;;;;;;;;;;
"037417";;"Kožená šnúrka Sunnylife pre DJI Smart Controller / RC PRO / RC (GS394)";"46878962-92c5-11f1-8cf1-bc2411833e01";"Dróny a RC modely > Príslušenstvo pre drony > DJI";"Dróny a RC modely > Príslušenstvo pre drony > DJI";;;;;;;;;;;
"037418";;"Držiak so šnúrkou Sunnylife pre ovládač DJI RC (MM3-GS389)";"46918d0e-92c5-11f1-ae2d-bc2411833e01";"Dróny a RC modely > Príslušenstvo pre drony > DJI";"Dróny a RC modely > Príslušenstvo pre drony > DJI";;;;;;;;;;;
"037421";;"Hliníkové paličky na ovládače Sunnylife pre  DJI RC / DJI RC 2 / DJI RC PRO 2  MM3-YG393 (strieborné)";"469d7d62-92c5-11f1-990b-bc2411833e01";"Dróny a RC modely > Príslušenstvo pre drony > DJI";"Dróny a RC modely > Príslušenstvo pre drony > DJI";;;;;;;;;;;
"037456";;"Držiak Sunnylife AirTag pre drony";"46a902a4-92c5-11f1-a1da-bc2411833e01";"Dróny a RC modely > Príslušenstvo pre drony > DJI";"Dróny a RC modely > Príslušenstvo pre drony > DJI";;;;;;;;;;;
"038607";;"Kávovar na kapsule 4v1 1450W HiBREW H3A";"46f64c3a-92c5-11f1-944f-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";;;;;;;;;;;
"038333";;"ZigBee 3.0 Gateway Plus-E SONOFF ZBDongle-E Dongle (Home Assistant, openHAB, Zigbee2MQTT)";"470bd79e-92c5-11f1-9746-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart centrály";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart centrály";;;;;;;;;;;
"038341";;"Inteligentný WiFi spínač na monitorovanie teploty a vlhkosti Sonoff THR316D TH Elite";"47228f48-92c5-11f1-9f51-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";;;;;;;;;;;
"038486";;"Inteligentný WiFi spínač na monitorovanie teploty a vlhkosti Sonoff THR320D TH Elite";"472cb824-92c5-11f1-8398-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";;;;;;;;;;;
"038489";;"Inteligentný spínač/merač spotreby WiFi Sonoff POWR316D";"47472fc4-92c5-11f1-b86d-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";;;;;;;;;;;
"038490";;"Inteligentný spínač/merača spotreby WiFi Sonoff POWR316";"47517ed4-92c5-11f1-9e75-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";;;;;;;;;;;
"038491";;"Inteligentný spínač/merač spotreby WiFi Sonoff POWR320D";"475b7614-92c5-11f1-8e2b-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";;;;;;;;;;;
"038492";;"Sonoff 5V USB Zasilacz (Type-E/ F)";"4765ccc2-92c5-11f1-a38b-bc2411833e01";"Bezpečnosť a smart domácnosť > Prvky výkonu > Smart zástrčky > Zásuvky";"Bezpečnosť a smart domácnosť > Prvky výkonu > Smart zástrčky > Zásuvky";;;;;;;;;;;
"038488";;"Predlžovací kábel snímača Sonoff RL560";"476fa544-92c5-11f1-b524-bc2411833e01";"Bezpečnosť a smart domácnosť > Príslušenstvo pre zabezpečovacie systémy";"Bezpečnosť a smart domácnosť > Príslušenstvo pre zabezpečovacie systémy";;;;;;;;;;;
"038335";;"Snímač teploty a vlhkosti Sonoff THS01, RJ9";"4779a1e8-92c5-11f1-9726-bc2411833e01";"Bezpečnosť a smart domácnosť > Prvky výkonu > Senzory pre smart domácnosť";"Bezpečnosť a smart domácnosť > Prvky výkonu > Senzory pre smart domácnosť";;;;;;;;;;;
"037070";;"Mini detektor úniku plynu Habotest HT66";"478fe58e-92c5-11f1-9e60-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"037073";;"Digitálny univerzálny multimeter Habotest HT124B+";"47b56624-92c5-11f1-b53b-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"037076";;"Digitálny univerzálny multimeter Habotest HT113C";"47c25af0-92c5-11f1-9ac6-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"037078";;"Digitálny univerzálny multimeter Habotest HT113";"47ccb37e-92c5-11f1-b601-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"037079";;"Digitálny univerzálny multimeter Habotest HT108L";"47d6a56e-92c5-11f1-94ad-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"038728";;"Náhradné filtre pre fontánu PetKit Eversweet (5 ks)";"47e151d0-92c5-11f1-8408-bc2411833e01";"Zdravie a starostlivosť > Chovateľské potreby > Ostatné príslušenstvo pre zvieratá";"Zdravie a starostlivosť > Chovateľské potreby > Ostatné príslušenstvo pre zvieratá";;;;;;;;;;;
"036054";;"Počítačová skriňa Darkflash A290 + 3 ventilátory (čierna)";"47ec1b9c-92c5-11f1-a57b-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";;;;;;;;;;;
"036056";;"Počítačová skriňa Darkflash DK351+ 4 ventilátory (biela)";"47f64f36-92c5-11f1-aae9-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";;;;;;;;;;;
"038803";;"Stropné svietidlo Yeelight C2201C235";"4829e03a-92c5-11f1-8f74-bc2411833e01";"Bezpečnosť a smart domácnosť > Osvetlenie > Stropné svietidlá";"Bezpečnosť a smart domácnosť > Osvetlenie > Stropné svietidlá";;;;;;;;;;;
"038804";;"Stropné svietidlo Yeelight C2201C300";"48340cfe-92c5-11f1-9b11-bc2411833e01";"Bezpečnosť a smart domácnosť > Osvetlenie > Stropné svietidlá";"Bezpečnosť a smart domácnosť > Osvetlenie > Stropné svietidlá";;;;;;;;;;;
"038805";;"Stropné svetlo Yeelight C2201C400";"483ebe7e-92c5-11f1-8ff1-bc2411833e01";"Bezpečnosť a smart domácnosť > Osvetlenie > Stropné svietidlá";"Bezpečnosť a smart domácnosť > Osvetlenie > Stropné svietidlá";;;;;;;;;;;
"039257";;"Držiak na bicykel pre tašku Rockbros KW-672 (čierny)";"48a38a52-92c5-11f1-96f7-bc2411833e01";"Šport, hračky a voľný čas > Príslušenstvo pre bicykle";"Šport, hračky a voľný čas > Príslušenstvo pre bicykle";;;;;;;;;;;
"040041";;"Powerbanka / skokový štartér 5v1 Lokithor AW401";"48b2a226-92c5-11f1-8966-bc2411833e01";"Auto-moto > Štartovacie káble";"Auto-moto > Štartovacie káble";;;;;;;;;;;
"039400";;"Ultrazvukový masážny prístroj na tvár so svetelnou terapiou ANLAN 01-ADRY15-001";"4917c9f8-92c5-11f1-a480-bc2411833e01";"Zdravie a starostlivosť > Prístroje na tvár > Masážne prístroje";"Zdravie a starostlivosť > Prístroje na tvár > Masážne prístroje";;;;;;;;;;;
"039928";;"Počítačová skriňa Darkflash C285 (čierna)";"49232000-92c5-11f1-beeb-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > Bez ventilátora";"Počítače a notebooky > Herné príslušenstvo > Skrine > Bez ventilátora";;;;;;;;;;;
"040234";;"Sada filtrov ND (ND 8 16 32 64) PGYTECH pre DJI OSMO ACTION 3";"492daff2-92c5-11f1-8bce-bc2411833e01";"Foto a príslušenstvo > Príslušenstvo > Pre športové kamery";"Foto a príslušenstvo > Príslušenstvo > Pre športové kamery";;;;;;;;;;;
"040235";;"Sada filtrov ND-PL PGYTECH (8/16/32/64) pre DJI Osmo Action 3";"493a8358-92c5-11f1-abeb-bc2411833e01";"Foto a príslušenstvo > Príslušenstvo > Pre športové kamery";"Foto a príslušenstvo > Príslušenstvo > Pre športové kamery";;;;;;;;;;;
"040236";;"Silikónové gumové puzdro PGYTECH pre OSMO Action (čierne)";"49459b1c-92c5-11f1-a157-bc2411833e01";"Foto a príslušenstvo > Príslušenstvo > Pre športové kamery";"Foto a príslušenstvo > Príslušenstvo > Pre športové kamery";;;;;;;;;;;
"040287";;"Prepravné puzdro Sunnylife pre DJI Osmo Mobile 6";"49a099c2-92c5-11f1-915f-bc2411833e01";"Foto a príslušenstvo > Príslušenstvo > Pre stabilizátory";"Foto a príslušenstvo > Príslušenstvo > Pre stabilizátory";;;;;;;;;;;
"040908";;"Joystick PXN-2119 PRO na ovládanie letu";"49b0304e-92c5-11f1-899e-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia letu";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia letu";;;;;;;;;;;
"040907";;"PXN-F16 Flight Joystick for PC";"49bde374-92c5-11f1-8eb8-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia letu";"Počítače a notebooky > Herné príslušenstvo > Simulátory > Simulácia letu";;;;;;;;;;;
"039677";;"Mäkká valcová kefa pre vysávač Dreame R10 Pro / R20";"49d4e650-92c5-11f1-af72-bc2411833e01";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";"Domáce spotrebiče > Malé spotrebiče > Vysávače > Náhradné diely";;;;;;;;;;;
"041314";;"Počítačová skriňa Darkflash A290 + 3 ventilátory (biela)";"49df7d2c-92c5-11f1-8aa1-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";;;;;;;;;;;
"041315";;"Počítačová skrinka Darkflash DK351 + 4 ventilátory (čierna)";"49ea01f2-92c5-11f1-a330-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";"Počítače a notebooky > Herné príslušenstvo > Skrine > S ventilátorom";;;;;;;;;;;
"041322";;"Počítačové puzdro Darkflash Aquarius Acrylic";"49f4bc32-92c5-11f1-ad2b-bc2411833e01";"Počítače a notebooky > Herné príslušenstvo > Skrine > Bez ventilátora";"Počítače a notebooky > Herné príslušenstvo > Skrine > Bez ventilátora";;;;;;;;;;;
"041438";;"Bezdrôtový diaľkový spínač SwitchBot-S1 (biely)";"49ff7906-92c5-11f1-b0c0-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";;;;;;;;;;;
"041439";;"Bezdrôtový diaľkový spínač SwitchBot-S1 (čierny)";"4a0977c6-92c5-11f1-8103-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Smart ovládače";;;;;;;;;;;
"041450";;"Diaľkové ovládanie SwitchBot Remote";"4a320ec0-92c5-11f1-813d-bc2411833e01";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Prepínače";"Bezpečnosť a smart domácnosť > Riadiace jednotky > Prepínače";;;;;;;;;;;
"041280";;"Detektor úniku plynu Habotest HT59";"4a3e004a-92c5-11f1-9a95-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"041281";;"Detektor úniku plynu Habotest HT60";"4a4a1948-92c5-11f1-a14b-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"041285";;"Digitálny merač svetla Habotest HT603";"4a67ff94-92c5-11f1-a6ff-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"041286";;"Merač hladiny zvuku Habotest HT602B";"4a7205b6-92c5-11f1-84ca-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"041287";;"Digitálny anemometer Habotest HT605";"4a7bda46-92c5-11f1-b535-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
"041288";;"Merač vlhkosti dreva Habotest HT633";"4a863086-92c5-11f1-b660-bc2411833e01";"Náradie a dielňa > Meracie prístroje";"Náradie a dielňa > Meracie prístroje";;;;;;;;;;;
