id;parentId;parentUrl;expandInMenu;visible;priority;access;title;linkText;url;topDescription;bottomDescription;metaTitle;metaDescription;
"40212";"1";;"0";"1";"10";"1";"Šport, hračky a voľný čas";"Šport, hračky a voľný čas";"sport--hracky-a-volny-cas";"<p>Fitness pomôcky, cyklistika, hračky pre deti aj vybavenie na outdoorové dobrodružstvá – pre aktívny voľný čas celej rodiny.</p>";"";"Šport, hračky a voľný čas | PremiumStore.sk";"Fitness pomôcky, cyklistika, hračky pre deti aj vybavenie na outdoor. Šport a voľný čas naplno na PremiumStore.sk.";
"45756";"1";;"0";"1";"11";"1";"Dróny a RC modely";"Dróny a RC modely";"drony-a-rc-modely";"<p>Dróny na fotenie aj na zábavu, RC autá a modely pre začiatočníkov aj skúsených pilotov – vrátane náhradných dielov a príslušenstva, aby vám z prvého pádu neskončil koníček skôr, než poriadne začal.</p>";"";"Dróny a RC modely | PremiumStore.sk";"Dróny na fotenie aj zábavu, RC autá a modely vrátane náhradných dielov a príslušenstva. Pre začiatočníkov aj skúsených pilotov.";
"46347";"1";;"0";"1";"12";"1";"Kreatívne technológie";"Kreatívne technológie";"kreativne-technologie";"<p>3D tlačiarne, laserové gravírovačky a príslušenstvo pre tvorivé projekty – od prvého výtlačku doma až po drobnú sériovú výrobu v malej dielni.</p>";"";"Kreatívne technológie | PremiumStore.sk";"3D tlačiarne, laserové gravírovačky a príslušenstvo pre tvorivé projekty doma aj v dielni. PremiumStore.sk.";
"46839";"1";;"0";"1";"13";"1";"Profesionálna audio technika";"Profesionálna audio technika";"profesionalna-audio-technika";"<p>Ozvučenie, mixpulty, mikrofóny a ďalšia profesionálna audio technika pre podujatia, ozvučovacie firmy aj domáce štúdiá – vybavenie, na ktoré sa dá spoľahnúť aj pri nasadení každý víkend.</p>";"";"Profesionálna audio technika | PremiumStore.sk";"Ozvučenie, mixpulty, mikrofóny a profesionálna audio technika pre podujatia aj štúdiá. PremiumStore.sk.";
"40506";"39414";"tv--audio-a-video";"0";"1";"1";"1";"Televízory";"Televízory";"televizory";"";"";"TV, audio a video – Televízory | PremiumStore.sk";"TV, audio a video – Televízory – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"41292";"39414";"tv--audio-a-video";"0";"1";"2";"1";"TV stolíky a držiaky";"TV stolíky a držiaky";"tv-stoliky-a-drziaky";"";"";"TV stolíky a držiaky | PremiumStore.sk";"TV stolíky a držiaky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40914";"39414";"tv--audio-a-video";"0";"1";"3";"1";"Diaľkové ovládače";"Diaľkové ovládače";"dialkove-ovladace-2";"";"";"TV, audio a video – Diaľkové ovládače | PremiumStore.sk";"TV, audio a video – Diaľkové ovládače: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"39861";"39414";"tv--audio-a-video";"0";"1";"4";"1";"Digitálny príjem";"Digitálny príjem";"digitalny-prijem";"";"";"Digitálny príjem | PremiumStore.sk";"Digitálny príjem skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"41127";"39414";"tv--audio-a-video";"0";"1";"5";"1";"Antény a satelity";"Antény a satelity";"anteny-a-satelity";"";"";"Antény a satelity | PremiumStore.sk";"Antény a satelity v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39417";"39414";"tv--audio-a-video";"0";"1";"6";"1";"Audio technika";"Audio technika";"audio-technika";"";"";"Audio technika | PremiumStore.sk";"Audio technika: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"39450";"39414";"tv--audio-a-video";"0";"1";"7";"1";"Reproduktory";"Reproduktory";"reproduktory";"";"";"TV, audio a video – Reproduktory | PremiumStore.sk";"TV, audio a video – Reproduktory skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"39468";"39414";"tv--audio-a-video";"0";"1";"8";"1";"Počítače a príslušenstvo";"Počítače a príslušenstvo";"pocitace-a-prislusenstvo";"";"";"Počítače a príslušenstvo | PremiumStore.sk";"Počítače a príslušenstvo na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"39516";"39414";"tv--audio-a-video";"0";"1";"9";"1";"Video technika";"Video technika";"video-technika";"";"";"Video technika | PremiumStore.sk";"Video technika v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39537";"39414";"tv--audio-a-video";"0";"1";"10";"1";"Mobily a tablety";"Mobily a tablety";"mobily-a-tablety";"";"";"Mobily a tablety | PremiumStore.sk";"Mobily a tablety v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39705";"39414";"tv--audio-a-video";"0";"1";"11";"1";"Slúchadlá";"Slúchadlá";"sluchadla";"";"";"TV, audio a video – Slúchadlá | PremiumStore.sk";"TV, audio a video – Slúchadlá – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40152";"39414";"tv--audio-a-video";"0";"1";"12";"1";"Foto a optika";"Foto a optika";"foto-a-optika";"";"";"Foto a optika | PremiumStore.sk";"Foto a optika na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40284";"39414";"tv--audio-a-video";"0";"1";"13";"1";"Drony";"Drony";"drony";"";"";"Drony | PremiumStore.sk";"Drony na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40806";"39414";"tv--audio-a-video";"0";"1";"14";"1";"Discmany";"Discmany";"discmany";"";"";"Discmany | PremiumStore.sk";"Discmany v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39909";"39414";"tv--audio-a-video";"0";"1";"15";"1";"Audio - video káble";"Audio - video káble";"audio-video-kable";"";"";"Audio - video káble | PremiumStore.sk";"Audio - video káble v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"41265";"39414";"tv--audio-a-video";"0";"1";"16";"1";"AV káble";"AV káble";"av-kable";"";"";"TV, audio a video – AV káble | PremiumStore.sk";"TV, audio a video – AV káble – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"39846";"39414";"tv--audio-a-video";"0";"1";"17";"1";"Príslušenstvo k TV, audio, video";"Príslušenstvo k TV, audio, video";"prislusenstvo-k-tv--audio--video";"";"";"Príslušenstvo k TV, audio, video | PremiumStore.sk";"Príslušenstvo k TV, audio, video – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"43497";"39414";"tv--audio-a-video";"0";"1";"18";"1";"Príslušenstvo";"Príslušenstvo";"prislusenstvo-10";"";"";"TV, audio a video – Príslušenstvo | PremiumStore.sk";"TV, audio a video – Príslušenstvo – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"39420";"39417";"audio-technika";"0";"1";"";"1";"Rádiobudíky";"Rádiobudíky";"radiobudiky";"";"";"Rádiobudíky | PremiumStore.sk";"Rádiobudíky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"39456";"39417";"audio-technika";"0";"1";"";"1";"HiFi komponenty";"HiFi komponenty";"hifi-komponenty";"";"";"HiFi komponenty | PremiumStore.sk";"HiFi komponenty v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39462";"39417";"audio-technika";"0";"1";"";"1";"Rádioprijímače";"Rádioprijímače";"radioprijimace";"";"";"Rádioprijímače | PremiumStore.sk";"Rádioprijímače – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39465";"39417";"audio-technika";"0";"1";"";"1";"Radiomagnetofóny";"Radiomagnetofóny";"radiomagnetofony";"";"";"Radiomagnetofóny | PremiumStore.sk";"Radiomagnetofóny: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"39807";"39417";"audio-technika";"0";"1";"";"1";"Vysielačky";"Vysielačky";"vysielacky";"";"";"Audio technika – Vysielačky | PremiumStore.sk";"Audio technika – Vysielačky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40008";"39417";"audio-technika";"0";"1";"";"1";"HiFi systémy";"HiFi systémy";"hifi-systemy";"";"";"HiFi systémy | PremiumStore.sk";"HiFi systémy v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40236";"39417";"audio-technika";"0";"1";"";"1";"Soundbary";"Soundbary";"soundbary";"";"";"Audio technika – Soundbary | PremiumStore.sk";"Audio technika – Soundbary: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40641";"39417";"audio-technika";"0";"1";"";"1";"Mikrofóny";"Mikrofóny";"mikrofony";"";"";"Audio technika – Mikrofóny | PremiumStore.sk";"Audio technika – Mikrofóny: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"41205";"39417";"audio-technika";"0";"1";"";"1";"Rádiá";"Rádiá";"radia";"";"";"Audio technika – Rádiá | PremiumStore.sk";"Audio technika – Rádiá – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"42117";"39417";"audio-technika";"0";"1";"";"1";"Reproduktory";"Reproduktory";"reproduktory-2";"";"";"Audio technika – Reproduktory | PremiumStore.sk";"Audio technika – Reproduktory na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"42120";"39417";"audio-technika";"0";"1";"";"1";"Řečnické systémy";"Řečnické systémy";"recnicke-systemy";"";"";"Řečnické systémy | PremiumStore.sk";"Řečnické systémy na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"43413";"39417";"audio-technika";"0";"1";"";"1";"Hi-Fi systémy";"Hi-Fi systémy";"hi-fi-systemy";"";"";"Hi-Fi systémy | PremiumStore.sk";"Hi-Fi systémy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"44421";"39417";"audio-technika";"0";"1";"";"1";"Gramofóny";"Gramofóny";"gramofony-2";"";"";"Audio technika – Gramofóny | PremiumStore.sk";"Audio technika – Gramofóny na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"45231";"39417";"audio-technika";"0";"1";"";"1";"Slúchadlá";"Slúchadlá";"sluchadla-2";"";"";"Audio technika – Slúchadlá | PremiumStore.sk";"Audio technika – Slúchadlá v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"45801";"39417";"audio-technika";"0";"1";"";"1";"Audio káble";"Audio káble";"audio-kable";"";"";"Audio káble | PremiumStore.sk";"Audio káble – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46026";"39417";"audio-technika";"0";"1";"";"1";"Stojany";"Stojany";"stojany-2";"";"";"Audio technika – Stojany | PremiumStore.sk";"Audio technika – Stojany skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"46209";"39417";"audio-technika";"0";"1";"";"1";"Doplnky";"Doplnky";"doplnky";"";"";"Doplnky | PremiumStore.sk";"Doplnky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"46380";"39417";"audio-technika";"0";"1";"";"1";"Ostatné";"Ostatné";"ostatne-21";"";"";"Audio technika – Ostatné | PremiumStore.sk";"Audio technika – Ostatné – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46419";"39417";"audio-technika";"0";"1";"";"1";"Interkomy";"Interkomy";"interkomy";"";"";"Interkomy | PremiumStore.sk";"Interkomy: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"46602";"39417";"audio-technika";"0";"1";"";"1";"Zosilňovače";"Zosilňovače";"zosilnovace-3";"";"";"Audio technika – Zosilňovače | PremiumStore.sk";"Audio technika – Zosilňovače – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46794";"39417";"audio-technika";"0";"1";"";"1";"Hlasové záznamníky";"Hlasové záznamníky";"hlasove-zaznamniky";"";"";"Hlasové záznamníky | PremiumStore.sk";"Hlasové záznamníky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"48159";"39417";"audio-technika";"0";"1";"";"1";"Mixážne pulty";"Mixážne pulty";"mixazne-pulty";"";"";"";"";
"48162";"39417";"audio-technika";"0";"1";"";"1";"Karaoke";"Karaoke";"karaoke";"";"";"";"";
"39426";"39423";"domace-spotrebice";"0";"1";"";"1";"Veľké spotrebiče";"Veľké spotrebiče";"velke-spotrebice";"";"";"Veľké spotrebiče | PremiumStore.sk";"Veľké spotrebiče v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39432";"39423";"domace-spotrebice";"0";"1";"";"1";"Malé spotrebiče";"Malé spotrebiče";"male-spotrebice";"";"";"Malé spotrebiče | PremiumStore.sk";"Malé spotrebiče: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"39546";"39423";"domace-spotrebice";"0";"1";"";"1";"Vstavané spotrebiče";"Vstavané spotrebiče";"vstavane-spotrebice";"";"";"Vstavané spotrebiče | PremiumStore.sk";"Vstavané spotrebiče – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"39429";"39426";"velke-spotrebice";"0";"1";"";"1";"Mikrovlnné rúry";"Mikrovlnné rúry";"mikrovlnne-rury";"";"";"Mikrovlnné rúry | PremiumStore.sk";"Mikrovlnné rúry skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"39774";"39426";"velke-spotrebice";"0";"1";"";"1";"Práčky";"Práčky";"pracky";"";"";"Práčky | PremiumStore.sk";"Práčky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39801";"39426";"velke-spotrebice";"0";"1";"";"1";"Sporáky a rúry";"Sporáky a rúry";"sporaky-a-rury";"";"";"Sporáky a rúry | PremiumStore.sk";"Sporáky a rúry – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39879";"39426";"velke-spotrebice";"0";"1";"";"1";"Chladničky";"Chladničky";"chladnicky";"";"";"Chladničky | PremiumStore.sk";"Chladničky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"39939";"39426";"velke-spotrebice";"0";"1";"";"1";"Mrazničky";"Mrazničky";"mraznicky";"";"";"Mrazničky | PremiumStore.sk";"Mrazničky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40014";"39426";"velke-spotrebice";"0";"1";"";"1";"Vinotéky a vitríny";"Vinotéky a vitríny";"vinoteky-a-vitriny";"";"";"Vinotéky a vitríny | PremiumStore.sk";"Vinotéky a vitríny: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40248";"39426";"velke-spotrebice";"0";"1";"";"1";"Umývačky riadu";"Umývačky riadu";"umyvacky-riadu";"";"";"Umývačky riadu | PremiumStore.sk";"Umývačky riadu na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40533";"39426";"velke-spotrebice";"0";"1";"";"1";"Sušičky";"Sušičky";"susicky";"";"";"Sušičky | PremiumStore.sk";"Sušičky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40827";"39426";"velke-spotrebice";"0";"1";"";"1";"Vykurovanie a ohrev vody";"Vykurovanie a ohrev vody";"vykurovanie-a-ohrev-vody";"";"";"Vykurovanie a ohrev vody | PremiumStore.sk";"Vykurovanie a ohrev vody – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39435";"39432";"male-spotrebice";"0";"1";"";"1";"Príprava nápojov";"Príprava nápojov";"priprava-napojov";"";"";"Príprava nápojov | PremiumStore.sk";"Príprava nápojov v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39483";"39432";"male-spotrebice";"0";"1";"";"1";"Príslušenstvo k malým spotrebičom";"Príslušenstvo k malým spotrebičom";"prislusenstvo-k-malym-spotrebicom";"";"";"Príslušenstvo k malým spotrebičom | PremiumStore.sk";"Príslušenstvo k malým spotrebičom skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"39489";"39432";"male-spotrebice";"0";"1";"";"1";"Kávovary a espressá";"Kávovary a espressá";"kavovary-a-espressa";"";"";"Kávovary a espressá | PremiumStore.sk";"Kávovary a espressá v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39495";"39432";"male-spotrebice";"0";"1";"";"1";"Sendvičovače, hriankovače, vaflovače";"Sendvičovače, hriankovače, vaflovače";"sendvicovace--hriankovace--vaflovace";"";"";"Sendvičovače, hriankovače, vaflovače | PremiumStore.sk";"Sendvičovače, hriankovače, vaflovače – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"39567";"39432";"male-spotrebice";"0";"1";"";"1";"Fritézy a hrnce";"Fritézy a hrnce";"fritezy-a-hrnce";"";"";"Fritézy a hrnce | PremiumStore.sk";"Fritézy a hrnce skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"39576";"39432";"male-spotrebice";"0";"1";"";"1";"Vákuovačky a zváračky fólií";"Vákuovačky a zváračky fólií";"vakuovacky-a-zvaracky-folii";"";"";"Vákuovačky a zváračky fólií | PremiumStore.sk";"Vákuovačky a zváračky fólií skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"39597";"39432";"male-spotrebice";"0";"1";"";"1";"Kuchynské roboty a krájače";"Kuchynské roboty a krájače";"kuchynske-roboty-a-krajace";"";"";"Kuchynské roboty a krájače | PremiumStore.sk";"Kuchynské roboty a krájače – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39630";"39432";"male-spotrebice";"0";"1";"";"1";"Nádobie";"Nádobie";"nadobie";"";"";"Nádobie | PremiumStore.sk";"Nádobie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39639";"39432";"male-spotrebice";"0";"1";"";"1";"Žehličky";"Žehličky";"zehlicky";"";"";"Žehličky | PremiumStore.sk";"Žehličky – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"39651";"39432";"male-spotrebice";"0";"1";"";"1";"Grily, pekárne, variče";"Grily, pekárne, variče";"grily--pekarne--varice";"";"";"Grily, pekárne, variče | PremiumStore.sk";"Grily, pekárne, variče – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"39684";"39432";"male-spotrebice";"0";"1";"";"1";"Vysávače";"Vysávače";"vysavace";"";"";"Malé spotrebiče – Vysávače | PremiumStore.sk";"Malé spotrebiče – Vysávače v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39735";"39432";"male-spotrebice";"0";"1";"";"1";"Upratovacie pomôcky";"Upratovacie pomôcky";"upratovacie-pomocky";"";"";"Upratovacie pomôcky | PremiumStore.sk";"Upratovacie pomôcky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"39819";"39432";"male-spotrebice";"0";"1";"";"1";"Kuchynské potreby";"Kuchynské potreby";"kuchynske-potreby";"";"";"Kuchynské potreby | PremiumStore.sk";"Kuchynské potreby – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39828";"39432";"male-spotrebice";"0";"1";"";"1";"Na párty a oslavy";"Na párty a oslavy";"na-party-a-oslavy";"";"";"Na párty a oslavy | PremiumStore.sk";"Na párty a oslavy – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40032";"39432";"male-spotrebice";"0";"1";"";"1";"Vzduchotechnika";"Vzduchotechnika";"vzduchotechnika";"";"";"Vzduchotechnika | PremiumStore.sk";"Vzduchotechnika: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40104";"39432";"male-spotrebice";"0";"1";"";"1";"Potreby pre domácnosť";"Potreby pre domácnosť";"potreby-pre-domacnost";"";"";"Potreby pre domácnosť | PremiumStore.sk";"Potreby pre domácnosť – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40179";"39432";"male-spotrebice";"0";"1";"";"1";"Sušičky potravín";"Sušičky potravín";"susicky-potravin";"";"";"Malé spotrebiče – Sušičky potravín | PremiumStore.sk";"Malé spotrebiče – Sušičky potravín: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40305";"39432";"male-spotrebice";"0";"1";"";"1";"Meteostanice";"Meteostanice";"meteostanice";"";"";"Malé spotrebiče – Meteostanice | PremiumStore.sk";"Malé spotrebiče – Meteostanice – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40494";"39432";"male-spotrebice";"0";"1";"";"1";"Ostatné domáce spotrebiče";"Ostatné domáce spotrebiče";"ostatne-domace-spotrebice";"";"";"Ostatné domáce spotrebiče | PremiumStore.sk";"Ostatné domáce spotrebiče: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"41301";"39432";"male-spotrebice";"0";"1";"";"1";"Ostatné spotrebiče";"Ostatné spotrebiče";"ostatne-spotrebice";"";"";"Ostatné spotrebiče | PremiumStore.sk";"Ostatné spotrebiče v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"46215";"39432";"male-spotrebice";"0";"1";"";"1";"Kuchynské príslušenstvo";"Kuchynské príslušenstvo";"kuchynske-prislusenstvo";"";"";"Kuchynské príslušenstvo | PremiumStore.sk";"Kuchynské príslušenstvo v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"46551";"39432";"male-spotrebice";"0";"1";"";"1";"Čistenie";"Čistenie";"cistenie";"";"";"Čistenie | PremiumStore.sk";"Čistenie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"46593";"39432";"male-spotrebice";"0";"1";"";"1";"Teplomery";"Teplomery";"teplomery-3";"";"";"Malé spotrebiče – Teplomery | PremiumStore.sk";"Malé spotrebiče – Teplomery: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"46746";"39432";"male-spotrebice";"0";"1";"";"1";"Pre dieťa";"Pre dieťa";"pre-dieta";"";"";"Pre dieťa | PremiumStore.sk";"Pre dieťa v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"46755";"39432";"male-spotrebice";"0";"1";"";"1";"Mini chladničky";"Mini chladničky";"mini-chladnicky";"";"";"Mini chladničky | PremiumStore.sk";"Mini chladničky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
